,Unnamed: 0,Unnamed: 1,Unnamed: 2,الصادرات حسب الاصناف,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,R
0,,,,Exports According to commodities,,,,,,,,,,,
1,,الوزن طن,القيمة بالالف ريال,عام  2013  Year,,,,,,,,,Weight Tons,Value  (000 S R),
2,رمز السلعة,السلعة,مجموعة الدول,صادرات     Export,,,إعادة     ReExport,,,المجموع     Total,,,Country Group,Commodity,Commodity Code
3,,,,الكمية,وزن,قيمة,الكمية,وزن,قيمة,الكمية,وزن,قيمة,,,
4,,,,Units,Weight,Value,Units,Weight,Value,Units,Weight,Value,,,
5,01012910,خيول للرياضة,دول مجلس التعاون الخليجي,152,33,1113,234,59,1627,386,92,2740,Gulf Cooperation Council,HORSES FOR SPORT,01012910
6,01041010,حيوانات من فصيله الضان اصيله للانسال,دول مجلس التعاون الخليجي,676,13,822,0,0,0,676,13,822,Gulf Cooperation Council,PURE-BRED BREEDING SHEEP,01041010
7,01041090,حيوانات من فصيله الضان اخر,دول مجلس التعاون الخليجي,2454,69,1311,61,2,61,2515,71,1372,Gulf Cooperation Council,OTHER SHEEP,01041090
8,01041090,حيوانات من فصيله الضان اخر,دول الجامعة العربية الاخرى,0,0,0,77070,2969,57790,77070,2969,57790,Other Arab League Countries,OTHER SHEEP,01041090
9,01042090,غيرهامن فصيله الماعز,دول مجلس التعاون الخليجي,4921,141,10126,0,0,0,4921,141,10126,Gulf Cooperation Council,OTHER GOATS,01042090
10,01042090,غيرهامن فصيله الماعز,دول الجامعة العربية الاخرى,0,0,0,23256,625,11997,23256,625,11997,Other Arab League Countries,OTHER GOATS,01042090
11,01051100,دجاج من فصائل جاللوس، لايزيد وزن الواحده منهاعن 185غرام,دول مجلس التعاون الخليجي,2629016,166,16880,0,0,0,2629016,166,16880,Gulf Cooperation Council,"FOWLS OF GALLUS DOMESTICUS, NOT MORE THAN 185 GRAMS",01051100
12,01051100,دجاج من فصائل جاللوس، لايزيد وزن الواحده منهاعن 185غرام,دول الجامعة العربية الاخرى,1400140,90,18432,0,0,0,1400140,90,18432,Other Arab League Countries,"FOWLS OF GALLUS DOMESTICUS, NOT MORE THAN 185 GRAMS",01051100
13,01059410,دجاج بياض,دول مجلس التعاون الخليجي,0,7,588,0,0,0,0,7,588,Gulf Cooperation Council,hens (for laying eggs),01059410
14,01059420,دجاج لاحم,دول الجامعة العربية الاخرى,0,102,622,0,0,0,0,102,622,Other Arab League Countries,chickens (for meat),01059420
15,01059490,غيرهـا من ديوك ودجاجات من جنسجالوس دوميستكوس,دول الجامعة العربية الاخرى,0,6,763,0,0,0,0,6,763,Other Arab League Countries,Other Fowls of the species Gallus domesticus,01059490
16,01061320,--- جمال للمسابقات الرياضية والمزاينة,دول مجلس التعاون الخليجي,26348,5645,121993,1505,296,2530,27853,5941,124523,Gulf Cooperation Council,Camels for sport and beauty contests,01061320
17,01061320,--- جمال للمسابقات الرياضية والمزاينة,دول الجامعة العربية الاخرى,247,45,1220,0,0,0,247,45,1220,Other Arab League Countries,Camels for sport and beauty contests,01061320
18,01061390,غيرها من جمال,دول مجلس التعاون الخليجي,17140,1760,186564,0,0,0,17140,1760,186564,Gulf Cooperation Council,- Other of camels,01061390
19,01063910,حمام اليف حمام بري ،حجل ، تدرج قطا,دول مجلس التعاون الخليجي,74684,23,744,0,0,0,74684,23,744,Gulf Cooperation Council,"TAME AND WILD PIGEONS,PARTRIDGES,PHEASANTS,QUAIL,SNIPE,",01063910
20,02013000,لحوم بدون عظم من فصيله الابقار طازجه ،,دول الجامعة العربية الاخرى,0,36,587,0,0,0,0,36,587,Other Arab League Countries,BONELESS MEAT OF FRESH BOVINE ANIMALS,02013000
21,02022000,قطع اخر بعظمهامن لحوم فصيله الابقار مجمده,دول مجلس التعاون الخليجي,0,214,965,0,0,0,0,214,965,Gulf Cooperation Council,OTHER CUTS WITH BONE IN OF FROZEN BOVINE ANIMALS,02022000
22,02023010,مفروم بقري وان كان على هيئةاقراص (برغر),دول مجلس التعاون الخليجي,0,275,1711,0,1,18,0,277,1729,Gulf Cooperation Council,CHOPPED BURGER         (3) (TALF DNUOR SI TI NEHW NEVE),02023010
23,02023010,مفروم بقري وان كان على هيئةاقراص (برغر),دول الجامعة العربية الاخرى,0,339,1179,0,0,0,0,339,1179,Other Arab League Countries,CHOPPED BURGER         (3) (TALF DNUOR SI TI NEHW NEVE),02023010
24,02023090,غيرهامن لحم بقري بدون عظام,دول مجلس التعاون الخليجي,0,1581,9293,0,272,5015,0,1854,14307,Gulf Cooperation Council,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090
25,02023090,غيرهامن لحم بقري بدون عظام,دول الجامعة العربية الاخرى,0,117,958,0,14,158,0,132,1116,Other Arab League Countries,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090
26,02023090,غيرهامن لحم بقري بدون عظام,دول اسيوية عدا العربية والاسلامية,0,0,0,0,857,11460,0,857,11460,"Asian not Arabic ,not Islamic",BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090
27,02023090,غيرهامن لحم بقري بدون عظام,دول امريكا الجنوبية,0,25,440,0,0,0,0,25,440,South America,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090
28,02041000,ذبائح كامله وانصاف ذبائح حملان ، طازجه او مبرده,دول الجامعة العربية الاخرى,0,0,0,0,93,300,0,93,300,Other Arab League Countries,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",02041000
29,02041000,ذبائح كامله وانصاف ذبائح حملان ، طازجه او مبرده,دول اسلامية عدا العربية,0,0,0,0,129,400,0,129,400,Islamic not Arabic countries,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",02041000
30,02044100,ذبائح كامله وانصاف ذبائح من فصيله الضاءن ، مجمده,دول اسلامية عدا العربية,0,0,0,0,261,2700,0,261,2700,Islamic not Arabic countries,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",02044100
31,02044310,مفروم غنم وان كان على هيئة اقراص للبرقر (3),دول مجلس التعاون الخليجي,0,252,1836,0,0,5,0,252,1841,Gulf Cooperation Council,CHOPPED BURGER         (3) (TALF DNUOR SI TI NEHW NEVE),02044310
32,02044390,غيرها من لحم غنم بدون عظم (3),دول مجلس التعاون الخليجي,0,58,1176,0,0,0,0,58,1176,Gulf Cooperation Council,"BONELESS SHEEP MEAT ,FROZEN    (3)",02044390
33,02044390,غيرها من لحم غنم بدون عظم (3),دول الجامعة العربية الاخرى,0,348,472,0,2,3,0,350,475,Other Arab League Countries,"BONELESS SHEEP MEAT ,FROZEN    (3)",02044390
34,02069090,احشاء واطراف مجمده من فصائل اخرى,دول مجلس التعاون الخليجي,0,226,1332,0,0,0,0,226,1332,Gulf Cooperation Council,FROZEN OFFAL OF OTHER ANIMALS,02069090
35,02071100,لحوم وأحشاءوأطراف دجاج ( جالوس دوميستكوس) غيرمقطعة مبردة,دول مجلس التعاون الخليجي,0,9166,147705,0,0,0,0,9166,147705,Gulf Cooperation Council,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",02071100
36,02071100,لحوم وأحشاءوأطراف دجاج ( جالوس دوميستكوس) غيرمقطعة مبردة,دول الجامعة العربية الاخرى,0,93,1592,0,0,0,0,93,1592,Other Arab League Countries,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",02071100
37,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول مجلس التعاون الخليجي,0,5300,59260,0,392,3148,0,5692,62408,Gulf Cooperation Council,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
38,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول الجامعة العربية الاخرى,0,440,5791,0,0,0,0,440,5791,Other Arab League Countries,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
39,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول اسلامية عدا العربية,0,25,507,0,0,0,0,25,507,Islamic not Arabic countries,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
40,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول افريقية عدا العربيةوالاسلامية,0,8,201,0,48,327,0,56,528,"African not Arabic,not Islamic",UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
41,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول امريكا الشمالية,0,0,0,0,108,931,0,108,931,North America,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
42,02071200,"لحوم وأحشاء دجاج  ( جالوس دوميستكوس) غيرمقطعه مجمدة ,",دول امريكا الجنوبية,0,0,0,0,728,6510,0,728,6510,South America,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,02071200
43,02071300,قطع وأحشاء وأطراف، طازجة أو مبردة (من دجاج جالوس دوميستكوس ),دول مجلس التعاون الخليجي,0,2132,42788,0,0,0,0,2132,42788,Gulf Cooperation Council,"Cuts and offal, fresh or chilled (gallus.domesticus )",02071300
44,02071300,قطع وأحشاء وأطراف، طازجة أو مبردة (من دجاج جالوس دوميستكوس ),دول الجامعة العربية الاخرى,0,16,378,0,0,0,0,16,378,Other Arab League Countries,"Cuts and offal, fresh or chilled (gallus.domesticus )",02071300
45,02071400,"قطع وأحشاء وأطراف، مجمدة.(دجاج جالوس,دوميستكوس)",دول مجلس التعاون الخليجي,0,443,5642,0,186,1734,0,629,7376,Gulf Cooperation Council,"Cuts and offal, frozen(chikens)",02071400
46,02071400,"قطع وأحشاء وأطراف، مجمدة.(دجاج جالوس,دوميستكوس)",دول الجامعة العربية الاخرى,0,173,3321,0,11,246,0,184,3567,Other Arab League Countries,"Cuts and offal, frozen(chikens)",02071400
47,02071400,"قطع وأحشاء وأطراف، مجمدة.(دجاج جالوس,دوميستكوس)",دول اسلامية عدا العربية,0,24,453,0,0,0,0,24,453,Islamic not Arabic countries,"Cuts and offal, frozen(chikens)",02071400
48,02071400,"قطع وأحشاء وأطراف، مجمدة.(دجاج جالوس,دوميستكوس)",دول اسيوية عدا العربية والاسلامية,0,1634,2051,0,24,18,0,1658,2069,"Asian not Arabic ,not Islamic","Cuts and offal, frozen(chikens)",02071400
49,02072500,لحوم واحشاءواطراف من ديوك رومية غيرمقطعه مجمدة,دول الجامعة العربية الاخرى,0,0,0,0,53,515,0,53,515,Other Arab League Countries,"FROZEN UNCUT MEAT, CONSUM. BOWELS & EXTREM. OF TURKEY.",02072500
50,02074500,غيرهامن لحوم واحشاءواطراف من بط أو أوزأو غرغر مجمدة,دول مجلس التعاون الخليجي,0,86,1302,0,0,6,0,86,1307,Gulf Cooperation Council,"FROZEN MEAT, BWLS & EXTR. OF DUCKS/GEESE/SUD. CHICKEN.",02074500
51,02074500,غيرهامن لحوم واحشاءواطراف من بط أو أوزأو غرغر مجمدة,دول الجامعة العربية الاخرى,0,50,629,0,0,0,0,50,629,Other Arab League Countries,"FROZEN MEAT, BWLS & EXTR. OF DUCKS/GEESE/SUD. CHICKEN.",02074500
52,02089032,لحوم حمام او مايماثلها مجمده,دول مجلس التعاون الخليجي,0,193,4253,0,0,0,0,193,4253,Gulf Cooperation Council,FROZEN PIGEON OR SIMILAR MEAT,02089032
53,03019400,تونة ذات زعانف زرقاء (ثونوس ثاينوس),دول الجامعة العربية الاخرى,0,1,4,0,63,919,0,63,923,Other Arab League Countries,Bluefin tunas (Thunnus thynnus),03019400
54,03021100,اسماك تروتا، طازجه,دول مجلس التعاون الخليجي,0,755,1825,0,0,0,0,755,1825,Gulf Cooperation Council,"TROUT, FRESH",03021100
55,03021900,غيرها من اسماك فصيله السلمونيد,دول مجلس التعاون الخليجي,0,874,2481,0,88,352,0,962,2833,Gulf Cooperation Council,OTHER FRESH SALMONIDAE,03021900
56,03021900,غيرها من اسماك فصيله السلمونيد,دول الجامعة العربية الاخرى,0,1,11,0,29,1091,0,30,1102,Other Arab League Countries,OTHER FRESH SALMONIDAE,03021900
57,03022900,غيرها من اسماك مفلطحه ، طازجه,دول مجلس التعاون الخليجي,0,4291,25815,0,2,4,0,4293,25819,Gulf Cooperation Council,OTHER FRESH FLAT FISH,03022900
58,03024420,اسماك الباغة,دول مجلس التعاون الخليجي,0,5172,5642,0,0,0,0,5172,5642,Gulf Cooperation Council,INDIAN MACKEREL (RASTRELLIGER KANAGURTA),03024420
59,03024490,غيرها من اسماك ،طازجة او مبردة (3),دول مجلس التعاون الخليجي,0,243,569,0,1,55,0,244,624,Gulf Cooperation Council,"OTHERS FROM FISH  (FROZEN,FRESH)  (3)",03024490
60,03024700,أسماك أبو سيف (اكسيفياس جلاديوس),دول مجلس التعاون الخليجي,0,163,818,0,0,0,0,163,818,Gulf Cooperation Council,Swordfish (Xiphias gladius),03024700
61,03028500,الشعوميات (بريم) مثل السبيطي شم،نهاش  فسكر،قرقفان (3),دول الجامعة العربية الاخرى,0,136,2193,0,0,0,0,136,2193,Other Arab League Countries,SHAOMIAT (3)   NAFAKRAK HSAHAN MMAHS(ITEBUS) EKIL(MERB),03028500
62,03028950,سمك البوري مثل (الميد،البياح ) (3),دول مجلس التعاون الخليجي,0,501,2524,0,0,0,0,501,2524,Gulf Cooperation Council,"FISH BOORI LIKE (HAYIB,DEEM) (3)",03028950
63,03028990,غيرها من شعوميات نقرو بوري صافي (3),دول الجامعة العربية الاخرى,0,43,869,0,0,0,0,43,869,Other Arab League Countries,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),03028990
64,03031900,غيرها من اسماك السلمون مجمدة,دول مجلس التعاون الخليجي,0,290,1077,0,12,301,0,301,1378,Gulf Cooperation Council,OTHER SALMON (FROZEN),03031900
65,03033900,غيرها من اسماك مفلطحه ، مجمده,دول مجلس التعاون الخليجي,0,4348,11665,0,4,25,0,4352,11689,Gulf Cooperation Council,OTHER FROZEN FLAT FISH,03033900
66,03034100,اسماك الباكوره او التونه ذات الزعانف الطويله ، مجمده,دول مجلس التعاون الخليجي,0,0,0,0,236,2106,0,236,2106,Gulf Cooperation Council,"ALBACORE OR LONGFINNED TUNAS, FROZEN",03034100
67,03035300,اسماك سردين ، مجمده,دول اسلامية عدا العربية,0,699,2996,0,0,0,0,699,2996,Islamic not Arabic countries,"SARDINES, FROZEN",03035300
68,03035420,اسماك الباغة مجمدة,دول اسلامية عدا العربية,0,300,1428,0,0,0,0,300,1428,Islamic not Arabic countries,INDIAN MACKEREL (RASTRELLIGER KANAGURTA) FROZEN,03035420
69,03035490,غيرها من أسماك (ماكريل) مجمدة,دول الجامعة العربية الاخرى,0,3,66,0,180,1411,0,183,1477,Other Arab League Countries,OTER FISH MACRELFROZEN,03035490
70,03035490,غيرها من أسماك (ماكريل) مجمدة,دول اسلامية عدا العربية,0,250,1204,0,0,0,0,250,1204,Islamic not Arabic countries,OTER FISH MACRELFROZEN,03035490
71,03038991,الشعوميات (برعم) مثل السبيطي شم،نهاش  فسكر،فرقفان (3),دول مجلس التعاون الخليجي,0,14,388,0,0,0,0,14,388,Gulf Cooperation Council,SHAOMIAT(3)   NAFAKRAK HSAHAN MMAHS(ITEBUS) EKIL(MAROB),03038991
72,03038991,الشعوميات (برعم) مثل السبيطي شم،نهاش  فسكر،فرقفان (3),دول الجامعة العربية الاخرى,0,136,1282,0,0,0,0,136,1282,Other Arab League Countries,SHAOMIAT(3)   NAFAKRAK HSAHAN MMAHS(ITEBUS) EKIL(MAROB),03038991
73,03043900,"غيرها من شرائح أسماك الهامور و الشعري ,طازجة أو مبردة",دول مجلس التعاون الخليجي,0,14,324,0,0,0,0,14,324,Gulf Cooperation Council,Other slices of fish Groupers Or Emperors fresh or chilled,03043900
74,03043900,"غيرها من شرائح أسماك الهامور و الشعري ,طازجة أو مبردة",دول اسلامية عدا العربية,0,170,611,0,0,0,0,170,611,Islamic not Arabic countries,Other slices of fish Groupers Or Emperors fresh or chilled,03043900
75,03043900,"غيرها من شرائح أسماك الهامور و الشعري ,طازجة أو مبردة",دول اسيوية عدا العربية والاسلامية,0,283,4171,0,0,0,0,283,4171,"Asian not Arabic ,not Islamic",Other slices of fish Groupers Or Emperors fresh or chilled,03043900
76,03045990,"غيرها من شرائح أسماك الهامور و الشعري ,طازجة أو مبردة",دول مجلس التعاون الخليجي,0,102,2288,0,0,1,0,102,2290,Gulf Cooperation Council,Other slices of fish Groupers Or Emperors fresh or chilled,03045990
77,03046900,غيرها من شرائح سمك مجمدة من أسماك الهامور و الشعري,دول اسلامية عدا العربية,0,78,7066,0,0,0,0,78,7066,Islamic not Arabic countries,"Other Slices  of Groupers Or Emperors, frozen",03046900
78,03049900,غيرها من أسماك طازجة أو مبردة أو مجمدة من أسماك أبو سيف أو أبو سن,دول الجامعة العربية الاخرى,0,15,329,0,5,87,0,20,416,Other Arab League Countries,"Other fish, fresh, chilled or frozen fish from Swordfish Or Toot",03049900
79,03054900,غيرها من اسماك مدخنه,دول مجلس التعاون الخليجي,0,0,0,0,82,951,0,82,951,Gulf Cooperation Council,OTHER SMOKED FISH,03054900
80,03056900,غيرها من اسماك مملحه,دول مجلس التعاون الخليجي,0,0,0,0,38,881,0,38,881,Gulf Cooperation Council,OTHER SALTED FISH,03056900
81,03061600,ربيان و جمبرى ،مجمدة,دول مجلس التعاون الخليجي,0,587,4927,0,30,266,0,617,5193,Gulf Cooperation Council,"SHRIMPS AND PRAWNS, FROZEN",03061600
82,03061700,ربيان و جمبرى ،مجمدة,دول مجلس التعاون الخليجي,0,3772,6177,0,58,2207,0,3830,8384,Gulf Cooperation Council,"SHRIMPS AND PRAWNS, FROZEN",03061700
83,03061700,ربيان و جمبرى ،مجمدة,دول الجامعة العربية الاخرى,0,159,3193,0,0,0,0,159,3193,Other Arab League Countries,"SHRIMPS AND PRAWNS, FROZEN",03061700
84,03061700,ربيان و جمبرى ،مجمدة,دول اسلامية عدا العربية,0,46,506,0,30,963,0,76,1468,Islamic not Arabic countries,"SHRIMPS AND PRAWNS, FROZEN",03061700
85,03061700,ربيان و جمبرى ،مجمدة,دول اسيوية عدا العربية والاسلامية,0,338,3659,0,243,6531,0,580,10190,"Asian not Arabic ,not Islamic","SHRIMPS AND PRAWNS, FROZEN",03061700
86,03062700,ربيان و جمبرى,دول مجلس التعاون الخليجي,0,43,1622,0,0,0,0,43,1622,Gulf Cooperation Council,SHRIMPS AND PRAWNS,03062700
87,03074100,حبار ، حى ، او طازج او مبرد,دول اسيوية عدا العربية والاسلامية,0,352,3722,0,0,0,0,352,3722,"Asian not Arabic ,not Islamic","LIVE, FRESH OR CHILLED CUTTLE FISH",03074100
88,03074900,غيرها من الحبار,دول الجامعة العربية الاخرى,0,163,1356,0,0,0,0,163,1356,Other Arab League Countries,OTHER CUTTLE FISH,03074900
89,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول مجلس التعاون الخليجي,0,38202,141055,0,10,188,0,38212,141242,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
90,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول الجامعة العربية الاخرى,0,62497,231297,0,98,511,0,62596,231808,Other Arab League Countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
91,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول اسلامية عدا العربية,0,64,270,0,28,122,0,91,393,Islamic not Arabic countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
92,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول افريقية عدا العربيةوالاسلامية,0,5017,19174,0,0,0,0,5017,19174,"African not Arabic,not Islamic",LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
93,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول استراليا وجزر الباسفيك,0,31,498,0,0,0,0,31,498,Australia and Oceania,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
94,04011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,دول مجلس التعاون الخليجي,0,5423,25448,0,31,449,0,5453,25897,Gulf Cooperation Council,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090
95,04011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,دول الجامعة العربية الاخرى,0,1495,7051,0,5,34,0,1501,7085,Other Arab League Countries,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090
96,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول مجلس التعاون الخليجي,0,32419,115103,0,0,1,0,32419,115105,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030
97,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول الجامعة العربية الاخرى,0,2236,6652,0,2,23,0,2237,6675,Other Arab League Countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030
98,04012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا,دول مجلس التعاون الخليجي,0,35798,189574,0,117,1288,0,35914,190862,Gulf Cooperation Council,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090
99,04012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا,دول الجامعة العربية الاخرى,0,16992,64448,0,35,199,0,17026,64647,Other Arab League Countries,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090
100,04012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا,دول امريكا الجنوبية,0,103,331,0,0,0,0,103,331,South America,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090
101,04014030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول مجلس التعاون الخليجي,0,3518,11344,0,0,1,0,3518,11345,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04014030
102,04014030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول الجامعة العربية الاخرى,0,226,686,0,0,0,0,226,686,Other Arab League Countries,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04014030
103,04014090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول مجلس التعاون الخليجي,0,29262,90801,0,0,0,0,29262,90801,Gulf Cooperation Council,OTHER MILK AND CREAM FAT MORE THAN 6%.,04014090
104,04014090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول الجامعة العربية الاخرى,0,42,434,0,0,0,0,42,434,Other Arab League Countries,OTHER MILK AND CREAM FAT MORE THAN 6%.,04014090
105,04015030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول مجلس التعاون الخليجي,0,1222,4237,0,0,0,0,1222,4237,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04015030
106,04015030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول الجامعة العربية الاخرى,0,1326,3961,0,151,1214,0,1477,5175,Other Arab League Countries,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04015030
107,04015090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول مجلس التعاون الخليجي,0,1431,7771,0,8,76,0,1440,7847,Gulf Cooperation Council,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090
108,04015090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول الجامعة العربية الاخرى,0,2285,1691,0,2,110,0,2287,1801,Other Arab League Countries,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090
109,04021010,حليب باشكال صلبه بنسبة دسم لا تزيد عن 1% معد للصناعه,دول مجلس التعاون الخليجي,0,16,322,0,9,225,0,25,547,Gulf Cooperation Council,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,04021010
110,04021090,غيرها من حليب باشكال صلبه,دول مجلس التعاون الخليجي,0,13360,164167,0,17,223,0,13378,164389,Gulf Cooperation Council,OTHER LOW FAT SOLID MILK,04021090
111,04021090,غيرها من حليب باشكال صلبه,دول الجامعة العربية الاخرى,0,4380,25189,0,20,162,0,4401,25351,Other Arab League Countries,OTHER LOW FAT SOLID MILK,04021090
112,04021090,غيرها من حليب باشكال صلبه,دول اسيوية عدا العربية والاسلامية,0,0,0,0,51,675,0,51,675,"Asian not Arabic ,not Islamic",OTHER LOW FAT SOLID MILK,04021090
113,04021090,غيرها من حليب باشكال صلبه,دول افريقية عدا العربيةوالاسلامية,0,30,323,0,0,0,0,30,323,"African not Arabic,not Islamic",OTHER LOW FAT SOLID MILK,04021090
114,04022110,حليب صلب غير محلى بنسبه دسم تزيد على 1% للصناعة,دول الجامعة العربية الاخرى,0,1316,27133,0,157,2823,0,1473,29956,Other Arab League Countries,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
115,04022110,حليب صلب غير محلى بنسبه دسم تزيد على 1% للصناعة,دول اسلامية عدا العربية,0,57,1216,0,0,0,0,57,1216,Islamic not Arabic countries,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
116,04022190,غيره من حليب باشكال صلبه غيرمحلى يحتوى دسم يزيدعن 1%,دول مجلس التعاون الخليجي,0,4062,54081,0,18,59,0,4080,54140,Gulf Cooperation Council,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
117,04022190,غيره من حليب باشكال صلبه غيرمحلى يحتوى دسم يزيدعن 1%,دول الجامعة العربية الاخرى,0,1524,8357,0,27,133,0,1550,8490,Other Arab League Countries,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
118,04022190,غيره من حليب باشكال صلبه غيرمحلى يحتوى دسم يزيدعن 1%,دول اسلامية عدا العربية,0,1079,4582,0,0,0,0,1079,4582,Islamic not Arabic countries,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
119,04022190,غيره من حليب باشكال صلبه غيرمحلى يحتوى دسم يزيدعن 1%,دول افريقية عدا العربيةوالاسلامية,0,1788,5938,0,0,4,0,1788,5942,"African not Arabic,not Islamic","OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
120,04022910,حليب صلب محلى بنسه دسم تزيد على1% وزنا للصناعة,دول الجامعة العربية الاخرى,0,2243,8579,0,0,0,0,2243,8579,Other Arab League Countries,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
121,04022910,حليب صلب محلى بنسه دسم تزيد على1% وزنا للصناعة,دول اسلامية عدا العربية,0,2754,12966,0,0,1,0,2754,12966,Islamic not Arabic countries,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
